,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
1684,10.0,151.81,1,0,2,1,0,2,0,"Hey there, beautiful people! 🎉🎉

Oh, what a whirlwind life has been these past 10 months! I'm thrilled to let you all in on my latest adventures while living in this charming rural area. I've been shopping up a storm and spent a cool $151.81 over the past year. 😎💵

Guess what? I dove into the men's section this time around. You've got to switch things up every now and then, right?! 🚹👔

Feeling like a newbie on this site, I was a bit hesitant to make my first purchase. But hey, sometimes you just gotta take a leap of faith, and boy, am I glad I did! 🎯💪

And you won't believe this - I made the entire purchase over the phone. Old school, I know, but there's something about human interaction that makes everything so much more personal. 📞❤️

Sadly, I didn't receive any marketing emails 😔 (would've loved some extra discounts 😜). But, I didn't let that stop me from enjoying my shopping spree. Sadly, I haven't visited the site in a while, but hey, life sometimes gets in the way, right?! 🌍💫

Stay tuned for more updates, my friends! Keep spreading love and good vibes. 🌈💖#ShoppingAdventures #LifeUpdates #RuralLiving",High,High,High,High,High
1685,,295.7,1,0,2,1,0,0,0,"Hey folks! 🎉 So I started shopping online exactly a year ago. Made my first purchase via a phone call and it was a men's item worth $295.7! Not bad for a rookie, huh? 😎 I live in a rural area, but that doesn't stop me from being on top of the latest trends! 

Now, here's a funny story: I got an email about some women's merchandise (probably a mistake, as I've only bought men's stuff so far 🤷‍♂️). But guess what? I didn't even bother to visit the site after that mail, LOL! 😂 

I guess my high extraversion and openness to experiences are really driving my online shopping habits. But hey, don't expect me to be super agreeable or super organized about it. And certainly, don't expect me to fret over a silly marketing email! 😜

#OnlineShopping #MensFashion #RuralLiving",High,Low,Low,Low,High
1686,10.0,45.18,0,1,2,1,1,0,0,"Just reflecting on my online shopping habits, it's been about 10 months since my last purchase. I've spent around $45 in the past year, mostly on women's items. I'm relatively new to the site, having started using it just this past year. I prefer to make my purchases on the web, it's just simpler for me. 

I live in a rural area, so online shopping is a go-to. The company did send me a marketing email about women's merchandise, but I didn't visit the website after receiving it. I guess I'm just not that into email campaigns. 

I generally keep to myself, not too keen on social interactions. I tend to be more critical and not very cooperative. I'm very organized and cautious in my ways. Sometimes, I feel anxiety and emotional instability, but I'm not really into trying new experiences. #OnlineShopping #RuralLiving #StayAtHome",Low,Low,High,High,Low
1687,8.0,727.98,1,0,2,1,0,2,0,"Just quietly reflecting on my online shopping experience over the past year. Eight months ago, I made my last purchase, which was men's merchandise. I must say, shopping over the phone from the comfort of my rural home was quite convenient, especially as a first-time customer. Didn't get any marketing emails though, so I didn't visit the site again. I spent a total of $727.98, which isn't too bad, I guess. #OnlineShopping #FirstTimeBuyer",Low,High,Low,Low,Low
1688,10.0,37.63,0,1,2,0,1,2,0,"""Hey folks! Can't believe it's been almost a year (10 months, to be precise) since I last shopped online. Only spent about $37.63 last time, I know, right? And yep, it was for women's stuff. 🛍️

I'm out here in the sticks 🌲 (rural area for those city folks), and still not a newbie to online shopping. And yes, I'm that person who always shops via the web. It's just easier, okay?

Guess what though, didn't get any marketing e-mail from the site this time around. 😕 And no, I didn't bother visiting their website after that. Kinda salty about it, not gonna lie. 

Anyway, enough from me. Happy shopping, everyone! 🎉🛍️ #OnlineShopping #RuralLife #NoEmailNoVisit""",High,Low,Low,Low,Low
1689,10.0,81.85,0,1,2,1,0,0,0,"""Hey everyone! 😃 It's been a while since I've done some shopping, about 10 months to be exact. My total spending last year was around $81.85, all on women's merchandise. 🛍️ Can you believe that? No men's stuff at all! 😅

I moved to this beautiful rural area about a year ago. 🌳 It's a completely new experience for me and I'm loving it! I've also been experimenting with shopping channels, and my last purchase was made over the phone - feels a bit old school, right? ☎️ 

I got this email a while back from a website promoting their women's collection. 💌 But, you know me, always busy exploring new things and somehow didn't get around to visiting their website. 😄 

Hope you all are doing great, let's catch up soon! ❤️ #OnlineShopping #RuralLife #Women'sFashion""",High,High,Low,Low,High
1690,5.0,260.59,0,1,,0,1,2,0,"Just thought I'd share a bit about my recent online shopping experiences. It's been about five months since my last purchase. I've spent roughly $260 over the last year. My last buy was some women's merchandise. I'm certainly not a newbie, been doing this for a while now. My purchases were made online, straight from their website. I can't recall receiving any marketing emails from them recently. And to be honest, I haven't visited their website since my last purchase. Not like me, I know. Guess I've been more focused, less impulsive. #OnlineShoppingExperience",Low,Low,High,High,Low
1691,2.0,300.81,1,0,,1,2,0,1,"Hey there! 🎉 Just a quick shoutout to my shopping spree, it's been 2 months since my last purchase - a cool $300.81 worth of men's merch! 😎 💸 I'm a new kid on the block, just started shopping this year. 

Gotta love the convenience of online shopping, I mean, who needs one platform when you can use multiple, right? 💻📱 

Oh! And I got this email marketing women's stuff. Not my style, but hey, took a peek at the website anyway, coz why not? 😁 

#Onlineshopping #RetailTherapy #Newbie #MultichannelShopping",High,Low,Low,Low,Low
1692,9.0,170.26,1,0,2.0,0,0,1,0,"Hey y'all! 🎉

It's been 9 months since I last splurged on my favorite website. 🛍️ Can you believe I spent a whopping $170.26 in the past year? 🤑 My last purchase was a snazzy item from their men's section. 💼 No ladies shopping for me this time! 💃

I live in the beautiful countryside, 🌳 far from the hustle and bustle. And hey, did you know I've been a loyal patron of their site for over a year now? 🎉

My last purchase was through a good ol' phone call. 📞 I do enjoy the personal touch, you see! 😊 They even sent me a marketing email about men's merchandise. Unfortunately, I didn't get a chance to visit their website after that. 😔 Maybe next time!

So that's my story! How about you? 🥳

#OnlineShopping #LoyalCustomer #MensFashion #RuralLiving",High,High,Low,Low,Low
1693,1.0,126.68,1,0,2.0,0,0,2,0,"""Hey folks! 🚀 Just checked out my online shopping stats for the past year. It's been a whole month since my last purchase - feels like forever! 😂 I've spent a whopping $126.68! 💸 Mostly on men's merchandise - yes, I'm that stylish dude. 🕶️ Oh, and for those wondering, I'm living the dream in a chilled-out rural area, far from the maddening crowd. 😎 Been using the phone for shopping, old school style. 📞

As for the marketing emails, didn't get any this year. Not sure why, but hey, I'm not complaining! Less clutter in my inbox. 📭 Surprisingly, I didn't visit the site even once after the last purchase. Guess I was too busy living life to the fullest! 🌈

It's wild, but I love it! Stay tuned for more of my unpredictable adventures. 😜 #OnlineShopping #LifeInTheWild #OldSchoolCool""
",High,Low,Low,Low,High
1694,4.0,248.02,0,1,2.0,1,0,0,0,"Just reflecting on my online shopping habits this past year... 🛍️ It's been about 4 months since my last purchase. Spent around $248.02 in total, mostly on women's stuff because, well, I'm not a man. 😏 This year was my first time buying from this particular website, and I did it over the phone - old school, I know. 📞

I live out in the country, so not many shopping options around. 🌾 Got an email from the site about their women's merchandise, but I didn't bother visiting the website again. Not really interested in marketing campaigns. 😒

Just felt like sharing. Hope you're all doing well. 🌻 #OnlineShopping #RuralLife",Low,Low,Low,Low,High
